,file,height,label,left,top,width
45,../Data/train/22.png,16.0,1.0,34.0,5.0,7.0
46,../Data/train/22.png,16.0,5.0,40.0,5.0,11.0
47,../Data/train/23.png,32.0,4.0,29.0,5.0,21.0
48,../Data/train/23.png,32.0,7.0,52.0,5.0,22.0
49,../Data/train/24.png,34.0,8.0,233.0,59.0,19.0
50,../Data/train/24.png,34.0,9.0,248.0,56.0,21.0
51,../Data/train/25.png,50.0,6.0,60.0,11.0,24.0
52,../Data/train/25.png,50.0,10.0,87.0,9.0,24.0
53,../Data/train/25.png,50.0,1.0,113.0,7.0,21.0
54,../Data/train/26.png,32.0,2.0,34.0,7.0,12.0
55,../Data/train/26.png,32.0,4.0,49.0,8.0,13.0
56,../Data/train/27.png,45.0,5.0,46.0,11.0,26.0
57,../Data/train/27.png,45.0,6.0,73.0,8.0,27.0
58,../Data/train/28.png,33.0,5.0,31.0,8.0,13.0
59,../Data/train/28.png,33.0,2.0,42.0,7.0,10.0
60,../Data/train/29.png,18.0,1.0,43.0,14.0,10.0
61,../Data/train/29.png,18.0,3.0,51.0,13.0,16.0
62,../Data/train/29.png,18.0,2.0,66.0,14.0,5.0
63,../Data/train/30.png,25.0,1.0,16.0,1.0,7.0
64,../Data/train/30.png,25.0,4.0,25.0,1.0,11.0
65,../Data/train/31.png,19.0,6.0,14.0,1.0,10.0
66,../Data/train/31.png,19.0,3.0,24.0,1.0,11.0
67,../Data/train/31.png,19.0,8.0,36.0,1.0,11.0
68,../Data/train/32.png,33.0,4.0,48.0,16.0,17.0
69,../Data/train/32.png,33.0,3.0,67.0,19.0,18.0
70,../Data/train/33.png,33.0,1.0,27.0,5.0,16.0
71,../Data/train/33.png,33.0,4.0,42.0,5.0,18.0
72,../Data/train/34.png,32.0,4.0,41.0,13.0,16.0
73,../Data/train/34.png,32.0,2.0,54.0,9.0,24.0
74,../Data/train/35.png,14.0,6.0,25.0,5.0,7.0
75,../Data/train/36.png,47.0,4.0,50.0,9.0,23.0
76,../Data/train/36.png,47.0,4.0,72.0,8.0,24.0
77,../Data/train/37.png,20.0,1.0,24.0,4.0,6.0
78,../Data/train/37.png,20.0,1.0,42.0,2.0,7.0
79,../Data/train/38.png,57.0,1.0,87.0,28.0,26.0
80,../Data/train/38.png,57.0,7.0,108.0,22.0,37.0
81,../Data/train/39.png,40.0,3.0,62.0,19.0,13.0
82,../Data/train/39.png,40.0,1.0,74.0,20.0,9.0
83,../Data/train/40.png,61.0,2.0,61.0,9.0,28.0
84,../Data/train/40.png,61.0,10.0,93.0,17.0,28.0
85,../Data/train/41.png,35.0,4.0,38.0,10.0,11.0
86,../Data/train/41.png,35.0,2.0,50.0,9.0,13.0
87,../Data/train/42.png,51.0,2.0,110.0,27.0,25.0
88,../Data/train/42.png,51.0,5.0,131.0,36.0,30.0
89,../Data/train/42.png,51.0,1.0,159.0,36.0,26.0
90,../Data/train/43.png,51.0,2.0,87.0,24.0,31.0
91,../Data/train/43.png,51.0,9.0,119.0,20.0,26.0
92,../Data/train/44.png,26.0,2.0,19.0,3.0,13.0
93,../Data/train/44.png,26.0,10.0,32.0,3.0,8.0
94,../Data/train/44.png,26.0,4.0,40.0,3.0,7.0
95,../Data/train/45.png,31.0,1.0,35.0,3.0,8.0
96,../Data/train/45.png,31.0,10.0,44.0,4.0,12.0
97,../Data/train/46.png,104.0,3.0,136.0,87.0,49.0
98,../Data/train/46.png,104.0,2.0,201.0,44.0,41.0
99,../Data/train/46.png,104.0,7.0,257.0,18.0,53.0
100,../Data/train/47.png,15.0,2.0,14.0,2.0,6.0
101,../Data/train/47.png,15.0,4.0,20.0,1.0,5.0
102,../Data/train/48.png,50.0,4.0,74.0,20.0,28.0
103,../Data/train/48.png,50.0,6.0,103.0,17.0,29.0
104,../Data/train/49.png,45.0,8.0,65.0,18.0,36.0
105,../Data/train/49.png,45.0,1.0,102.0,15.0,26.0
106,../Data/train/49.png,45.0,7.0,132.0,16.0,28.0
107,../Data/train/50.png,26.0,1.0,58.0,27.0,11.0
108,../Data/train/50.png,26.0,10.0,74.0,22.0,15.0
109,../Data/train/50.png,26.0,3.0,95.0,17.0,15.0
110,../Data/train/51.png,45.0,9.0,47.0,7.0,16.0
111,../Data/train/51.png,45.0,1.0,66.0,9.0,9.0
112,../Data/train/52.png,38.0,3.0,45.0,12.0,23.0
113,../Data/train/52.png,38.0,5.0,74.0,11.0,28.0
114,../Data/train/53.png,84.0,9.0,160.0,34.0,59.0
115,../Data/train/53.png,84.0,3.0,208.0,18.0,52.0
116,../Data/train/54.png,45.0,1.0,36.0,10.0,18.0
117,../Data/train/54.png,45.0,1.0,56.0,8.0,21.0
118,../Data/train/55.png,35.0,1.0,116.0,27.0,15.0
119,../Data/train/55.png,35.0,1.0,128.0,29.0,10.0
120,../Data/train/55.png,35.0,3.0,137.0,29.0,17.0
121,../Data/train/55.png,35.0,7.0,151.0,26.0,17.0
122,../Data/train/56.png,20.0,5.0,22.0,4.0,9.0
123,../Data/train/56.png,20.0,6.0,35.0,3.0,9.0
124,../Data/train/57.png,25.0,2.0,63.0,38.0,16.0
125,../Data/train/57.png,25.0,1.0,74.0,26.0,15.0
126,../Data/train/57.png,25.0,5.0,83.0,12.0,19.0
127,../Data/train/58.png,46.0,1.0,45.0,6.0,19.0
128,../Data/train/58.png,46.0,1.0,65.0,2.0,17.0
129,../Data/train/59.png,42.0,2.0,35.0,3.0,19.0
130,../Data/train/60.png,20.0,4.0,16.0,1.0,9.0
131,../Data/train/60.png,20.0,7.0,25.0,1.0,7.0
132,../Data/train/61.png,19.0,5.0,33.0,6.0,9.0
133,../Data/train/62.png,46.0,3.0,45.0,6.0,24.0
134,../Data/train/62.png,46.0,2.0,61.0,8.0,25.0
135,../Data/train/63.png,63.0,4.0,96.0,23.0,40.0
136,../Data/train/63.png,63.0,3.0,132.0,27.0,37.0
137,../Data/train/64.png,26.0,2.0,26.0,4.0,8.0
138,../Data/train/64.png,26.0,9.0,37.0,3.0,16.0
139,../Data/train/65.png,21.0,5.0,25.0,6.0,11.0
140,../Data/train/65.png,21.0,8.0,36.0,7.0,12.0
141,../Data/train/66.png,30.0,9.0,38.0,6.0,11.0
142,../Data/train/66.png,30.0,5.0,46.0,6.0,14.0
143,../Data/train/67.png,47.0,1.0,48.0,5.0,12.0
144,../Data/train/67.png,47.0,10.0,59.0,4.0,22.0
145,../Data/train/68.png,35.0,5.0,71.0,19.0,14.0
146,../Data/train/68.png,35.0,4.0,88.0,19.0,13.0
147,../Data/train/68.png,35.0,2.0,102.0,14.0,20.0
148,../Data/train/69.png,46.0,4.0,54.0,12.0,15.0
149,../Data/train/69.png,46.0,4.0,67.0,16.0,14.0
150,../Data/train/70.png,16.0,3.0,20.0,5.0,11.0
151,../Data/train/70.png,16.0,1.0,30.0,5.0,7.0
152,../Data/train/71.png,22.0,2.0,24.0,4.0,11.0
153,../Data/train/71.png,22.0,3.0,36.0,4.0,10.0
154,../Data/train/71.png,22.0,8.0,48.0,3.0,9.0
155,../Data/train/71.png,22.0,6.0,58.0,3.0,10.0
156,../Data/train/72.png,17.0,1.0,26.0,6.0,7.0
157,../Data/train/72.png,17.0,5.0,34.0,5.0,11.0
158,../Data/train/73.png,14.0,3.0,18.0,3.0,5.0
159,../Data/train/74.png,26.0,3.0,28.0,4.0,10.0
160,../Data/train/74.png,26.0,3.0,40.0,6.0,12.0
161,../Data/train/75.png,29.0,1.0,34.0,10.0,7.0
162,../Data/train/75.png,29.0,8.0,40.0,9.0,11.0
163,../Data/train/76.png,18.0,9.0,22.0,2.0,6.0
164,../Data/train/76.png,18.0,8.0,29.0,2.0,6.0
165,../Data/train/77.png,60.0,7.0,53.0,5.0,30.0
166,../Data/train/77.png,60.0,3.0,84.0,4.0,24.0
167,../Data/train/77.png,60.0,9.0,106.0,6.0,24.0
168,../Data/train/78.png,22.0,1.0,78.0,14.0,9.0
169,../Data/train/78.png,22.0,3.0,86.0,14.0,8.0
170,../Data/train/78.png,22.0,8.0,93.0,12.0,11.0
171,../Data/train/79.png,51.0,1.0,40.0,41.0,22.0
172,../Data/train/79.png,51.0,9.0,64.0,33.0,30.0
173,../Data/train/79.png,51.0,2.0,99.0,17.0,35.0
174,../Data/train/79.png,51.0,2.0,138.0,11.0,31.0
175,../Data/train/80.png,19.0,2.0,38.0,11.0,12.0
176,../Data/train/80.png,19.0,2.0,54.0,8.0,16.0
177,../Data/train/81.png,31.0,7.0,49.0,8.0,14.0
178,../Data/train/81.png,31.0,4.0,64.0,7.0,17.0
179,../Data/train/82.png,30.0,4.0,35.0,8.0,19.0
180,../Data/train/82.png,30.0,5.0,54.0,6.0,18.0
181,../Data/train/83.png,29.0,6.0,36.0,6.0,16.0
182,../Data/train/83.png,29.0,10.0,53.0,15.0,12.0
183,../Data/train/84.png,32.0,3.0,34.0,6.0,20.0
184,../Data/train/85.png,15.0,1.0,17.0,7.0,6.0
185,../Data/train/85.png,15.0,7.0,23.0,6.0,7.0
186,../Data/train/86.png,20.0,3.0,26.0,4.0,7.0
187,../Data/train/86.png,20.0,5.0,33.0,5.0,9.0
188,../Data/train/87.png,35.0,1.0,67.0,16.0,14.0
189,../Data/train/87.png,35.0,7.0,81.0,17.0,24.0
190,../Data/train/88.png,36.0,5.0,47.0,13.0,27.0
191,../Data/train/89.png,64.0,1.0,85.0,23.0,26.0
192,../Data/train/89.png,64.0,8.0,110.0,19.0,33.0
193,../Data/train/90.png,30.0,1.0,37.0,6.0,6.0
194,../Data/train/90.png,30.0,6.0,46.0,7.0,13.0
195,../Data/train/90.png,30.0,4.0,61.0,10.0,13.0
196,../Data/train/91.png,26.0,1.0,49.0,18.0,9.0
197,../Data/train/91.png,26.0,9.0,59.0,17.0,11.0
198,../Data/train/91.png,26.0,3.0,68.0,13.0,11.0
199,../Data/train/92.png,35.0,3.0,35.0,6.0,19.0
200,../Data/train/92.png,35.0,5.0,56.0,8.0,14.0
201,../Data/train/93.png,32.0,1.0,40.0,11.0,12.0
202,../Data/train/93.png,32.0,7.0,51.0,7.0,19.0
203,../Data/train/94.png,34.0,1.0,54.0,18.0,12.0
204,../Data/train/94.png,34.0,2.0,67.0,12.0,19.0
205,../Data/train/95.png,26.0,1.0,127.0,58.0,10.0
206,../Data/train/95.png,26.0,10.0,136.0,60.0,9.0
207,../Data/train/95.png,26.0,4.0,148.0,60.0,11.0
208,../Data/train/95.png,26.0,4.0,157.0,59.0,10.0
209,../Data/train/96.png,39.0,1.0,33.0,6.0,23.0
210,../Data/train/96.png,39.0,8.0,56.0,5.0,32.0
211,../Data/train/97.png,32.0,3.0,34.0,8.0,16.0
212,../Data/train/97.png,32.0,6.0,48.0,6.0,14.0
213,../Data/train/98.png,37.0,1.0,50.0,7.0,15.0
214,../Data/train/98.png,37.0,2.0,66.0,7.0,21.0
215,../Data/train/98.png,37.0,10.0,85.0,11.0,27.0
216,../Data/train/99.png,29.0,2.0,30.0,4.0,17.0
217,../Data/train/100.png,22.0,1.0,18.0,1.0,5.0
218,../Data/train/100.png,22.0,10.0,23.0,0.0,9.0
219,../Data/train/100.png,22.0,9.0,32.0,0.0,10.0
220,../Data/train/101.png,27.0,5.0,27.0,7.0,13.0
221,../Data/train/101.png,27.0,3.0,42.0,5.0,12.0
222,../Data/train/102.png,51.0,3.0,58.0,14.0,18.0
223,../Data/train/102.png,51.0,5.0,77.0,9.0,16.0
224,../Data/train/103.png,28.0,7.0,54.0,2.0,20.0
225,../Data/train/104.png,69.0,1.0,67.0,18.0,29.0
226,../Data/train/104.png,69.0,10.0,99.0,20.0,21.0
227,../Data/train/104.png,69.0,4.0,122.0,12.0,26.0
228,../Data/train/105.png,100.0,1.0,83.0,13.0,44.0
229,../Data/train/105.png,100.0,4.0,128.0,10.0,69.0
230,../Data/train/106.png,17.0,1.0,37.0,12.0,10.0
231,../Data/train/106.png,17.0,4.0,49.0,12.0,11.0
232,../Data/train/107.png,29.0,5.0,49.0,16.0,14.0
233,../Data/train/107.png,29.0,2.0,64.0,13.0,16.0
234,../Data/train/108.png,27.0,2.0,28.0,3.0,14.0
235,../Data/train/109.png,28.0,3.0,38.0,11.0,18.0
236,../Data/train/109.png,28.0,10.0,57.0,10.0,14.0
237,../Data/train/110.png,18.0,6.0,16.0,1.0,10.0
238,../Data/train/110.png,18.0,3.0,27.0,1.0,11.0
239,../Data/train/111.png,20.0,9.0,23.0,8.0,11.0
240,../Data/train/112.png,37.0,1.0,31.0,2.0,14.0
241,../Data/train/112.png,37.0,8.0,44.0,1.0,21.0
242,../Data/train/112.png,37.0,7.0,63.0,6.0,19.0
243,../Data/train/113.png,21.0,1.0,19.0,1.0,8.0
244,../Data/train/113.png,21.0,3.0,27.0,3.0,12.0
245,../Data/train/114.png,28.0,1.0,29.0,6.0,7.0
246,../Data/train/114.png,28.0,9.0,37.0,4.0,10.0
247,../Data/train/115.png,26.0,3.0,26.0,1.0,9.0
248,../Data/train/115.png,26.0,2.0,38.0,1.0,13.0
249,../Data/train/116.png,14.0,5.0,27.0,12.0,8.0
250,../Data/train/116.png,14.0,1.0,34.0,12.0,6.0
251,../Data/train/116.png,14.0,3.0,40.0,11.0,9.0
252,../Data/train/117.png,145.0,4.0,145.0,8.0,79.0
253,../Data/train/117.png,145.0,8.0,224.0,13.0,87.0
254,../Data/train/118.png,15.0,3.0,13.0,2.0,9.0
255,../Data/train/118.png,15.0,4.0,22.0,2.0,9.0
256,../Data/train/118.png,15.0,2.0,31.0,1.0,9.0
257,../Data/train/118.png,15.0,1.0,40.0,1.0,7.0
258,../Data/train/119.png,48.0,3.0,91.0,55.0,27.0
259,../Data/train/119.png,48.0,2.0,113.0,44.0,29.0
260,../Data/train/119.png,48.0,3.0,135.0,33.0,39.0
261,../Data/train/120.png,40.0,5.0,65.0,20.0,24.0
262,../Data/train/120.png,40.0,1.0,84.0,20.0,17.0
263,../Data/train/121.png,21.0,1.0,32.0,8.0,6.0
264,../Data/train/121.png,21.0,3.0,43.0,8.0,13.0
265,../Data/train/121.png,21.0,5.0,63.0,7.0,11.0
266,../Data/train/121.png,21.0,8.0,79.0,7.0,13.0
267,../Data/train/122.png,23.0,1.0,21.0,2.0,4.0
268,../Data/train/122.png,23.0,7.0,26.0,1.0,5.0
269,../Data/train/123.png,22.0,6.0,25.0,5.0,10.0
270,../Data/train/124.png,23.0,5.0,19.0,1.0,10.0
271,../Data/train/125.png,17.0,6.0,18.0,3.0,6.0
272,../Data/train/125.png,17.0,4.0,23.0,3.0,10.0
273,../Data/train/126.png,52.0,1.0,56.0,14.0,15.0
274,../Data/train/126.png,52.0,10.0,72.0,12.0,22.0
275,../Data/train/126.png,52.0,8.0,97.0,8.0,21.0
276,../Data/train/127.png,36.0,8.0,32.0,15.0,16.0
277,../Data/train/128.png,45.0,1.0,56.0,16.0,9.0
278,../Data/train/128.png,45.0,3.0,65.0,22.0,11.0
279,../Data/train/129.png,17.0,6.0,21.0,5.0,8.0
280,../Data/train/129.png,17.0,8.0,29.0,5.0,9.0
281,../Data/train/130.png,21.0,4.0,26.0,4.0,17.0
282,../Data/train/131.png,18.0,1.0,24.0,6.0,8.0
283,../Data/train/131.png,18.0,7.0,32.0,5.0,11.0
284,../Data/train/131.png,18.0,4.0,44.0,5.0,11.0
285,../Data/train/132.png,67.0,9.0,78.0,20.0,43.0
286,../Data/train/132.png,67.0,8.0,122.0,8.0,36.0
287,../Data/train/133.png,99.0,4.0,91.0,13.0,43.0
288,../Data/train/133.png,99.0,4.0,132.0,14.0,44.0
289,../Data/train/134.png,14.0,9.0,16.0,2.0,9.0
290,../Data/train/135.png,28.0,6.0,26.0,2.0,13.0
291,../Data/train/135.png,28.0,8.0,41.0,3.0,12.0
292,../Data/train/136.png,37.0,2.0,52.0,10.0,15.0
293,../Data/train/137.png,43.0,1.0,50.0,10.0,14.0
294,../Data/train/137.png,43.0,10.0,70.0,10.0,17.0
295,../Data/train/138.png,37.0,4.0,60.0,19.0,17.0
296,../Data/train/138.png,37.0,6.0,81.0,15.0,20.0
297,../Data/train/139.png,23.0,2.0,21.0,1.0,13.0
298,../Data/train/139.png,23.0,8.0,35.0,2.0,13.0
299,../Data/train/140.png,18.0,9.0,18.0,1.0,12.0
300,../Data/train/141.png,24.0,3.0,25.0,4.0,9.0
301,../Data/train/141.png,24.0,9.0,35.0,2.0,8.0
302,../Data/train/142.png,87.0,4.0,92.0,7.0,65.0
303,../Data/train/143.png,24.0,4.0,51.0,13.0,17.0
304,../Data/train/143.png,24.0,1.0,67.0,14.0,14.0
305,../Data/train/144.png,28.0,1.0,27.0,3.0,8.0
306,../Data/train/144.png,28.0,9.0,36.0,3.0,14.0
307,../Data/train/144.png,28.0,5.0,51.0,3.0,11.0
308,../Data/train/145.png,93.0,3.0,93.0,18.0,38.0
309,../Data/train/145.png,93.0,3.0,120.0,23.0,38.0
310,../Data/train/146.png,13.0,2.0,23.0,4.0,7.0
311,../Data/train/146.png,13.0,5.0,29.0,5.0,9.0
312,../Data/train/146.png,13.0,1.0,37.0,7.0,6.0
313,../Data/train/146.png,13.0,8.0,43.0,6.0,9.0
314,../Data/train/147.png,24.0,1.0,28.0,3.0,6.0
315,../Data/train/147.png,24.0,5.0,34.0,3.0,14.0
316,../Data/train/148.png,30.0,3.0,140.0,43.0,16.0
317,../Data/train/148.png,30.0,10.0,161.0,43.0,19.0
318,../Data/train/148.png,30.0,10.0,183.0,42.0,19.0
319,../Data/train/149.png,17.0,4.0,19.0,3.0,8.0
320,../Data/train/149.png,17.0,7.0,26.0,3.0,9.0
321,../Data/train/150.png,27.0,2.0,136.0,36.0,19.0
322,../Data/train/150.png,27.0,8.0,156.0,36.0,12.0
323,../Data/train/150.png,27.0,6.0,167.0,35.0,18.0
324,../Data/train/151.png,21.0,3.0,25.0,4.0,14.0
325,../Data/train/151.png,21.0,3.0,40.0,4.0,15.0
326,../Data/train/152.png,37.0,2.0,52.0,8.0,15.0
327,../Data/train/152.png,37.0,10.0,66.0,10.0,12.0
328,../Data/train/152.png,37.0,7.0,76.0,9.0,11.0
329,../Data/train/153.png,28.0,1.0,30.0,7.0,6.0
330,../Data/train/153.png,28.0,9.0,36.0,7.0,9.0
331,../Data/train/154.png,20.0,2.0,18.0,3.0,14.0
332,../Data/train/155.png,44.0,7.0,68.0,13.0,22.0
333,../Data/train/156.png,28.0,6.0,35.0,9.0,16.0
334,../Data/train/157.png,37.0,5.0,37.0,7.0,26.0
335,../Data/train/157.png,37.0,7.0,65.0,7.0,23.0
336,../Data/train/158.png,81.0,2.0,113.0,34.0,53.0
337,../Data/train/159.png,29.0,9.0,28.0,11.0,23.0
338,../Data/train/159.png,29.0,1.0,51.0,6.0,14.0
339,../Data/train/160.png,27.0,2.0,49.0,9.0,8.0
340,../Data/train/160.png,27.0,10.0,59.0,11.0,8.0
341,../Data/train/160.png,27.0,8.0,70.0,11.0,13.0
342,../Data/train/161.png,63.0,8.0,91.0,26.0,33.0
343,../Data/train/161.png,63.0,5.0,118.0,25.0,33.0
344,../Data/train/162.png,36.0,3.0,32.0,1.0,21.0
345,../Data/train/163.png,36.0,5.0,148.0,49.0,25.0
346,../Data/train/163.png,36.0,6.0,167.0,46.0,22.0
347,../Data/train/163.png,36.0,10.0,184.0,46.0,25.0
348,../Data/train/164.png,57.0,5.0,57.0,10.0,24.0
349,../Data/train/165.png,40.0,1.0,45.0,12.0,14.0
350,../Data/train/165.png,40.0,7.0,58.0,13.0,20.0
351,../Data/train/165.png,40.0,6.0,78.0,14.0,23.0
352,../Data/train/166.png,27.0,7.0,40.0,18.0,24.0
353,../Data/train/166.png,27.0,5.0,55.0,11.0,21.0
354,../Data/train/166.png,27.0,4.0,72.0,7.0,21.0
355,../Data/train/167.png,15.0,1.0,30.0,8.0,5.0
356,../Data/train/167.png,15.0,5.0,35.0,8.0,11.0
357,../Data/train/168.png,24.0,2.0,30.0,8.0,7.0
358,../Data/train/168.png,24.0,8.0,36.0,9.0,6.0
359,../Data/train/168.png,24.0,2.0,42.0,8.0,8.0
360,../Data/train/169.png,33.0,4.0,26.0,3.0,21.0
361,../Data/train/169.png,33.0,2.0,43.0,3.0,18.0
362,../Data/train/170.png,28.0,7.0,30.0,4.0,12.0
363,../Data/train/170.png,28.0,6.0,41.0,8.0,16.0
364,../Data/train/171.png,40.0,4.0,53.0,16.0,32.0
365,../Data/train/171.png,40.0,1.0,80.0,14.0,14.0
366,../Data/train/171.png,40.0,9.0,96.0,13.0,24.0
367,../Data/train/172.png,25.0,2.0,31.0,6.0,9.0
368,../Data/train/172.png,25.0,1.0,45.0,7.0,4.0
369,../Data/train/173.png,16.0,1.0,17.0,5.0,6.0
370,../Data/train/173.png,16.0,1.0,25.0,4.0,5.0
371,../Data/train/174.png,25.0,5.0,31.0,6.0,12.0
372,../Data/train/174.png,25.0,9.0,42.0,4.0,16.0
373,../Data/train/175.png,28.0,5.0,28.0,8.0,11.0
374,../Data/train/175.png,28.0,6.0,40.0,8.0,13.0
375,../Data/train/175.png,28.0,8.0,54.0,8.0,13.0
376,../Data/train/176.png,50.0,5.0,82.0,15.0,33.0
377,../Data/train/177.png,50.0,1.0,125.0,45.0,22.0
378,../Data/train/177.png,50.0,5.0,148.0,49.0,25.0
379,../Data/train/177.png,50.0,8.0,169.0,51.0,23.0
380,../Data/train/178.png,26.0,2.0,31.0,5.0,11.0
381,../Data/train/178.png,26.0,1.0,42.0,5.0,6.0
382,../Data/train/179.png,28.0,2.0,33.0,4.0,9.0
383,../Data/train/179.png,28.0,5.0,43.0,1.0,10.0
384,../Data/train/180.png,17.0,1.0,16.0,5.0,6.0
385,../Data/train/180.png,17.0,7.0,23.0,5.0,7.0
386,../Data/train/180.png,17.0,4.0,31.0,4.0,10.0
387,../Data/train/180.png,17.0,2.0,40.0,4.0,10.0
388,../Data/train/181.png,39.0,3.0,45.0,6.0,17.0
389,../Data/train/181.png,39.0,7.0,63.0,10.0,19.0
390,../Data/train/182.png,41.0,3.0,29.0,1.0,28.0
391,../Data/train/182.png,41.0,4.0,55.0,2.0,22.0
392,../Data/train/183.png,23.0,2.0,22.0,2.0,12.0
393,../Data/train/183.png,23.0,1.0,32.0,3.0,8.0
394,../Data/train/184.png,33.0,2.0,53.0,28.0,24.0
395,../Data/train/184.png,33.0,8.0,77.0,29.0,21.0
396,../Data/train/184.png,33.0,10.0,96.0,34.0,23.0
397,../Data/train/184.png,33.0,10.0,116.0,32.0,22.0
398,../Data/train/185.png,11.0,2.0,10.0,2.0,5.0
399,../Data/train/185.png,11.0,5.0,17.0,1.0,5.0
400,../Data/train/185.png,11.0,6.0,23.0,1.0,5.0
401,../Data/train/186.png,49.0,1.0,34.0,8.0,13.0
402,../Data/train/186.png,49.0,3.0,49.0,9.0,22.0
403,../Data/train/186.png,49.0,10.0,71.0,10.0,30.0
404,../Data/train/187.png,25.0,1.0,20.0,2.0,12.0
405,../Data/train/187.png,25.0,9.0,32.0,1.0,17.0
406,../Data/train/188.png,32.0,4.0,38.0,11.0,16.0
407,../Data/train/188.png,32.0,5.0,55.0,12.0,17.0
408,../Data/train/189.png,31.0,9.0,35.0,4.0,20.0
409,../Data/train/190.png,12.0,2.0,15.0,3.0,6.0
410,../Data/train/190.png,12.0,6.0,22.0,3.0,6.0
411,../Data/train/191.png,20.0,1.0,26.0,7.0,8.0
412,../Data/train/191.png,20.0,5.0,35.0,7.0,11.0
413,../Data/train/191.png,20.0,9.0,46.0,5.0,11.0
414,../Data/train/192.png,22.0,3.0,22.0,2.0,12.0
415,../Data/train/193.png,85.0,1.0,123.0,24.0,23.0
416,../Data/train/194.png,19.0,4.0,47.0,14.0,7.0
417,../Data/train/194.png,19.0,3.0,56.0,13.0,11.0
418,../Data/train/195.png,13.0,1.0,15.0,3.0,5.0
419,../Data/train/195.png,13.0,2.0,20.0,4.0,7.0
420,../Data/train/196.png,51.0,1.0,45.0,10.0,25.0
421,../Data/train/197.png,23.0,3.0,23.0,4.0,8.0
422,../Data/train/197.png,23.0,1.0,31.0,5.0,5.0
423,../Data/train/197.png,23.0,6.0,37.0,6.0,8.0
424,../Data/train/198.png,32.0,2.0,29.0,8.0,22.0
425,../Data/train/198.png,32.0,9.0,49.0,9.0,22.0
426,../Data/train/198.png,32.0,7.0,68.0,9.0,17.0
427,../Data/train/199.png,149.0,2.0,145.0,41.0,77.0
428,../Data/train/199.png,149.0,10.0,206.0,34.0,68.0
429,../Data/train/200.png,32.0,3.0,97.0,4.0,20.0
430,../Data/train/200.png,32.0,1.0,113.0,7.0,16.0
431,../Data/train/200.png,32.0,8.0,126.0,10.0,18.0
432,../Data/train/201.png,38.0,2.0,31.0,3.0,21.0
433,../Data/train/201.png,38.0,3.0,52.0,4.0,17.0
434,../Data/train/202.png,35.0,1.0,148.0,70.0,18.0
435,../Data/train/202.png,35.0,10.0,165.0,69.0,23.0
